full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,registered_year_Imputation,km_group,max_power_clean_bhp,mileage_number,mileage_unit,boxcox_resale_price
2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,31685.84,2021.0,1998.0,Third Party,Automatic,11000.0,First Owner,Petrol,5.0,15.3 kmpl,Sedan,Gurgaon,2021.0,0-20k,187.0,15.300000000000002,kmpl,3.5205203265693656
2017 Isuzu D-Max 4X4,17232.65,2017.0,2360.0,Comprehensive,Manual,82000.0,First Owner,Diesel,5.0,12.4 kmpl,Pickup,Delhi,2017.0,60k-100k,134.0,13.0,kmpl,3.4785421431872057
2016 Hyundai i20 Magna 1.2,5336.56,2016.0,1197.0,Comprehensive,Manual,83000.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Delhi,2016.0,60k-100k,81.0,18.6,kmpl,3.375847040002554
2015 Honda Brio S MT,4169.19,2015.0,1198.0,Third Party,Manual,35001.0,First Owner,Petrol,5.0,19.4 kmpl,Hatchback,Delhi,2015.0,20k-60k,86.0,19.4,kmpl,3.3498286097594283
2017 Mercedes-Benz E-Class E 200 CGI,31296.72,2017.0,1991.0,Comprehensive,Automatic,51000.0,First Owner,Petrol,5.0,12 kmpl,Sedan,Delhi,2017.0,20k-60k,184.0,13.0,kmpl,3.519734518848172
2016 Maruti SX4 S Cross DDiS 200 Delta,5280.97,2017.0,1248.0,Comprehensive,Manual,62000.0,Second Owner,Diesel,5.0,23.65 kmpl,SUV,Delhi,2016.0,60k-100k,88.0,23.65,kmpl,3.3747777248255977
2018 Mini 3 DOOR Cooper S BSVI,31685.84,2020.0,1998.0,Third Party,Automatic,14001.0,First Owner,Petrol,4.0,17.33 kmpl,Hatchback,Delhi,2018.0,0-20k,187.0,17.33,kmpl,3.5205203265693656
2016 Maruti Vitara Brezza ZDi Plus Dual Tone,7504.54,2016.0,1248.0,Comprehensive,Manual,52000.0,First Owner,Diesel,5.0,24.3 kmpl,SUV,Delhi,2016.0,20k-60k,88.0,24.3,kmpl,3.4090831559842654
2019 Mitsubishi Pajero Sport 4X2 AT,21846.56,2019.0,2360.0,Third Party,Automatic,34000.0,First Owner,Diesel,7.0,13.5 kmpl,SUV,Gurgaon,2019.0,20k-60k,175.0,13.5,kmpl,3.4957061912450245
2019 BMW X7 xDrive 40i M Sport,2167.98,2019.0,2360.0,Third Party,Automatic,40001.0,First Owner,Petrol,7.0,10.54 kmpl,SUV,Gurgaon,2019.0,20k-60k,187.0,13.0,kmpl,3.2720495782982733
2009 Land Rover Range Rover Sport Supercharged V8 (Petrol),21401.84,2009.0,2360.0,Third Party,Automatic,90000.0,Second Owner,Petrol,5.0,22.8 kmpl,SUV,Delhi,2009.0,60k-100k,187.0,22.8,kmpl,3.4942607159625507
2016 Audi A4 35 TDI Premium Plus,14397.6,2016.0,1968.0,Comprehensive,Automatic,67000.0,Second Owner,Diesel,5.0,18.25 kmpl,Sedan,Delhi,2016.0,60k-100k,187.0,18.25,kmpl,3.4647970622016406
2017 Audi Q5 30 TDI quattro Premium,28628.44,2017.0,1968.0,Third Party,Automatic,35000.0,First Owner,Diesel,5.0,14.16 kmpl,SUV,Delhi,2017.0,20k-60k,174.0,14.16,kmpl,3.5139903358805697
2019 BMW X1 xDrive 20d xLine,31685.84,2019.0,1995.0,Comprehensive,Automatic,18000.0,First Owner,Diesel,5.0,20.68 kmpl,SUV,Delhi,2019.0,0-20k,187.0,20.68,kmpl,3.5205203265693656
2014 Renault Duster 110PS Diesel RxL,4447.14,2014.0,1461.0,Third Party,Manual,80000.0,Second Owner,Diesel,5.0,19.01 kmpl,SUV,Chandigarh,2014.0,60k-100k,108.0,19.01,kmpl,3.356796723820971
2022 Hyundai Verna S Plus,10895.48,2022.0,1497.0,Third Party,Manual,11000.0,First Owner,Petrol,5.0,17.7 kmpl,Sedan,Chandigarh,2022.0,0-20k,113.0,17.7,kmpl,3.442140669120144
2011 Fiat Punto 1.4 Emotion,2167.98,2011.0,1368.0,Third Party,Manual,60000.0,Second Owner,Petrol,5.0,14.6 kmpl,Hatchback,Chandigarh,2011.0,20k-60k,88.0,14.6,kmpl,3.2720495782982733
2018 Maruti Vitara Brezza ZDi,8338.38,2018.0,1248.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,24.3 kmpl,SUV,Chandigarh,2018.0,100k+,88.0,24.3,kmpl,3.418759556158009
2021 Maruti Swift VXI AMT BSVI,7771.37,2021.0,1197.0,Third Party,Automatic,21000.0,First Owner,Petrol,5.0,22.56 kmpl,Hatchback,Delhi,2021.0,20k-60k,88.0,22.56,kmpl,3.412322013394591
2012 Honda City S,3891.24,2012.0,1497.0,Third Party,Manual,100000.0,First Owner,Petrol,5.0,16.8 kmpl,Sedan,Jaipur,2012.0,60k-100k,116.0,16.8,kmpl,3.342246062789089
2017 Honda City i VTEC CVT VX,9650.29,2018.0,1497.0,Comprehensive,Automatic,25791.0,First Owner,Petrol,5.0,18 kmpl,Sedan,Jaipur,2017.0,20k-60k,117.0,18.0,kmpl,3.4317381643338702
2018 Maruti Baleno 1.2 Delta,6125.93,2018.0,1197.0,Comprehensive,Manual,95745.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Jaipur,2018.0,60k-100k,83.0,21.4,kmpl,3.389659434800927
2016 Honda Jazz 1.2 VX i VTEC,5670.1,2016.0,1199.0,Comprehensive,Manual,54256.0,First Owner,Petrol,5.0,18.7 kmpl,Hatchback,Jaipur,2016.0,20k-60k,88.0,18.7,kmpl,3.381979738928306
2018 Maruti Swift VDI,7282.19,2018.0,1248.0,Comprehensive,Manual,49225.0,First Owner,Diesel,5.0,28.4 kmpl,Hatchback,Jaipur,2018.0,20k-60k,74.0,26.0,kmpl,3.406270782778276
2019 Maruti Baleno 1.2 Zeta,7738.02,2019.0,1197.0,Zero Dep,Manual,28742.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Jaipur,2019.0,20k-60k,83.0,21.4,kmpl,3.41192495848139
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,5358.8,2017.0,1197.0,Zero Dep,Manual,39176.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Jaipur,2017.0,20k-60k,81.0,18.9,kmpl,3.3762709009064404
2018 Maruti Baleno 1.2 Alpha,7448.95,2018.0,1197.0,Comprehensive,Manual,49500.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Jaipur,2018.0,20k-60k,83.0,21.4,kmpl,3.408390013724219
2014 Maruti Ertiga ZDI,7337.77,2014.0,1248.0,Third Party,Manual,100227.0,First Owner,Diesel,7.0,20.77 kmpl,MUV,Jaipur,2014.0,100k+,88.0,20.77,kmpl,3.4069838767079568
2019 Mahindra Scorpio S11 4WD BSIV,17788.54,2019.0,2179.0,Third Party,Manual,100000.0,Second Owner,Diesel,7.0,16.36 kmpl,SUV,Jaipur,2019.0,60k-100k,140.0,16.36,kmpl,3.4809024026358375
2013 Hyundai Verna 1.6 CRDI,4558.31,2013.0,1582.0,Third Party,Manual,120000.0,Third Owner,Diesel,5.0,22.32 kmpl,Sedan,Jaipur,2013.0,100k+,126.0,22.32,kmpl,3.359431025789577
2014 Ford Figo Diesel Titanium,2223.57,2014.0,1399.0,Third Party,Manual,90000.0,Third Owner,Diesel,5.0,20 kmpl,Hatchback,Jaipur,2014.0,60k-100k,68.0,20.0,kmpl,3.2753194486452664
2022 Maruti Swift Dzire ZXI BSVI,9894.88,2022.0,1197.0,Third Party,Manual,20000.0,First Owner,Petrol,5.0,22.41 kmpl,Sedan,Jaipur,2022.0,0-20k,88.0,22.41,kmpl,3.4339111681039536
2022 Skoda Slavia 1.0 TSI Style BSVI,16565.58,2022.0,999.0,Third Party,Manual,20000.0,First Owner,Petrol,5.0,19.47 kmpl,Sedan,Jaipur,2022.0,0-20k,113.0,19.47,kmpl,3.475579261781447
2021 Maruti Swift VXI BSVI,7226.6,2021.0,1197.0,Third Party,Manual,60000.0,First Owner,Petrol,5.0,22.38 kmpl,Hatchback,Jaipur,2021.0,20k-60k,88.0,22.38,kmpl,3.405550634802963
2022 Skoda Kushaq 1.0 TSI Style BSVI,16676.76,2022.0,999.0,Third Party,Manual,20000.0,First Owner,Petrol,5.0,19.2 kmpl,SUV,Jaipur,2022.0,0-20k,113.0,19.2,kmpl,3.4760834692266913
2007 Toyota Innova 2.5 G (Diesel) 8 Seater BS III,3335.35,2007.0,2360.0,Third Party,Manual,120000.0,Second Owner,Diesel,8.0,12.8 kmpl,MUV,Jaipur,2007.0,100k+,102.0,13.0,kmpl,3.324793356995052
2019 Honda Amaze VX Petrol BSIV,6704.06,2019.0,1199.0,Third Party,Manual,90239.0,First Owner,Petrol,5.0,19.5 kmpl,Sedan,Jaipur,2019.0,60k-100k,88.0,19.5,kmpl,3.398418966973539
2019 Maruti Baleno 1.3 Zeta,8783.09,2019.0,1248.0,Zero Dep,Manual,49616.0,First Owner,Diesel,5.0,27.39 kmpl,Hatchback,Jaipur,2019.0,20k-60k,74.0,26.0,kmpl,3.4234326027927664
2012 Maruti Swift Dzire VXI,4436.02,2012.0,1197.0,Comprehensive,Manual,94554.0,First Owner,Petrol,5.0,22.41 kmpl,Sedan,Jaipur,2012.0,60k-100k,88.0,22.41,kmpl,3.356528641034151
2019 Maruti Baleno 1.2 Zeta,7860.31,2019.0,1197.0,Comprehensive,Manual,42641.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Jaipur,2019.0,20k-60k,83.0,21.4,kmpl,3.413370443117056
2019 Maruti Baleno 1.2 Alpha,8271.67,2019.0,1197.0,Third Party,Manual,28053.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Jaipur,2019.0,20k-60k,83.0,21.4,kmpl,3.418031355730729
2019 Maruti Alto 800 LXI,3546.59,2019.0,998.0,Comprehensive,Manual,37771.0,First Owner,Petrol,5.0,22.05 kmpl,Hatchback,Jaipur,2019.0,20k-60k,58.0,22.05,kmpl,3.331831884224315
2014 Mahindra XUV500 W6 2WD,7304.42,2014.0,2179.0,Third Party,Manual,99365.0,First Owner,Diesel,7.0,15.1 kmpl,SUV,Jaipur,2014.0,60k-100k,140.0,15.1,kmpl,3.40655681884057
2019 Kia Seltos GTX Plus DCT,13741.65,2019.0,1353.0,Third Party,Automatic,64946.0,First Owner,Petrol,5.0,16.5 kmpl,SUV,Jaipur,2019.0,60k-100k,138.0,16.5,kmpl,3.4611225742242993
2016 Maruti Baleno 1.2 Alpha,6704.06,2016.0,1197.0,Comprehensive,Manual,39413.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Jaipur,2016.0,20k-60k,83.0,21.4,kmpl,3.398418966973539
2012 Honda Brio S MT,2690.52,2012.0,1198.0,Third Party,Manual,86084.0,First Owner,Petrol,5.0,19.4 kmpl,Hatchback,Jaipur,2012.0,60k-100k,86.0,19.4,kmpl,3.2992438007365488
2014 Maruti Swift ZDi,5003.03,2014.0,1248.0,Third Party,Manual,74232.0,First Owner,Diesel,5.0,22.9 kmpl,Hatchback,Jaipur,2014.0,60k-100k,74.0,22.9,kmpl,3.369209010798171
2020 Jeep Compass 2.0 Limited Plus,21123.9,2020.0,1956.0,Third Party,Manual,50000.0,First Owner,Diesel,5.0,17.1 kmpl,SUV,Jaipur,2020.0,20k-60k,170.0,17.1,kmpl,3.4933378749655715
2013 Maruti Alto 800 LXI,2167.98,2013.0,998.0,Third Party,Manual,80000.0,Second Owner,Petrol,5.0,22.74 kmpl,Hatchback,Jaipur,2013.0,60k-100k,58.0,22.74,kmpl,3.2720495782982733
2012 BMW X3 xDrive20d,9450.16,2012.0,1995.0,Third Party,Automatic,120000.0,Second Owner,Diesel,5.0,16.09 kmpl,SUV,Jaipur,2012.0,100k+,184.0,16.09,kmpl,3.42990762463412
2014 Tata Safari Storme VX,4169.19,2014.0,2179.0,Third Party,Manual,90000.0,Second Owner,Diesel,7.0,14 kmpl,SUV,Jaipur,2014.0,60k-100k,138.0,14.0,kmpl,3.3498286097594283
2015 Datsun GO T BSIV,2390.34,2015.0,1198.0,Third Party,Manual,80000.0,First Owner,Petrol,5.0,20.63 kmpl,Hatchback,Jaipur,2015.0,60k-100k,67.0,20.63,kmpl,3.2845394783043287
2014 Honda City i DTEC V,6114.81,2014.0,1498.0,Third Party,Manual,90000.0,Second Owner,Diesel,5.0,26 kmpl,Sedan,Jaipur,2014.0,60k-100k,98.0,26.0,kmpl,3.389480790714058
2007 Mitsubishi Pajero 2.8 GLX CRZ,5003.03,2007.0,2360.0,Third Party,Manual,120000.0,Third Owner,Diesel,6.0,10.5 kmpl,SUV,Jaipur,2007.0,100k+,107.0,13.0,kmpl,3.369209010798171
2019 Skoda Octavia 1.8 TSI AT Onyx,24348.07,2019.0,1798.0,Comprehensive,Automatic,41521.0,First Owner,Petrol,5.0,15.1 kmpl,Sedan,Jaipur,2019.0,20k-60k,177.0,15.1,kmpl,3.5031961401042944
2017 Hyundai Xcent 1.2 VTVT E Plus,5347.68,2017.0,1197.0,Comprehensive,Manual,94112.0,First Owner,Petrol,5.0,20.14 kmpl,Sedan,Jaipur,2017.0,60k-100k,81.0,20.14,kmpl,3.3760592494143866
2012 Maruti Swift VXI,4291.49,2012.0,1197.0,Comprehensive,Manual,76043.0,First Owner,Petrol,5.0,22.38 kmpl,Hatchback,Jaipur,2012.0,60k-100k,88.0,22.38,kmpl,3.3529649656887983
2015 Maruti Swift Dzire VXI,5003.03,2015.0,1197.0,Comprehensive,Manual,87168.0,First Owner,Petrol,5.0,22.41 kmpl,Sedan,Jaipur,2015.0,60k-100k,88.0,22.41,kmpl,3.369209010798171
2017 Renault Duster 110PS Diesel RxZ,7626.84,2018.0,1461.0,Zero Dep,Manual,75744.0,First Owner,Diesel,5.0,19.6 kmpl,SUV,Jaipur,2017.0,60k-100k,108.0,19.6,kmpl,3.4105854697236317
2018 Honda City i-VTEC VX,9238.93,2018.0,1497.0,Third Party,Manual,51046.0,Second Owner,Petrol,5.0,17.4 kmpl,Sedan,Jaipur,2018.0,20k-60k,117.0,17.400000000000002,kmpl,3.4279215433613452
2018 Datsun GO Plus T,3924.6,2018.0,1198.0,Comprehensive,Manual,27153.0,Third Owner,Petrol,7.0,19.02 kmpl,MUV,Jaipur,2018.0,20k-60k,67.0,19.02,kmpl,3.343191807040469
2016 Maruti Alto 800 LXI,2979.58,2016.0,998.0,Comprehensive,Manual,57826.0,First Owner,Petrol,5.0,22.05 kmpl,Hatchback,Jaipur,2016.0,20k-60k,58.0,22.05,kmpl,3.3115616698975887
2018 Ford Ecosport 1.5 Diesel Titanium BSIV,8004.84,2018.0,1498.0,Comprehensive,Manual,104521.0,First Owner,Diesel,5.0,23 kmpl,SUV,Jaipur,2018.0,100k+,98.0,23.0,kmpl,3.415042532324755
2015 Maruti Celerio ZXI,3513.24,2015.0,998.0,Comprehensive,Manual,49166.0,Third Owner,Petrol,5.0,25.24 kmpl,Hatchback,Jaipur,2015.0,20k-60k,65.0,25.24,kmpl,3.3307564628060353
2014 Hyundai EON 1.0 Kappa Magna Plus,3491.0,2014.0,998.0,Comprehensive,Manual,31608.0,Second Owner,Petrol,5.0,20.3 kmpl,Hatchback,Jaipur,2014.0,20k-60k,68.0,20.3,kmpl,3.3300320908987993
2015 Honda City i VTEC VX,6203.75,2015.0,1497.0,Third Party,Manual,90011.0,First Owner,Petrol,5.0,17.4 kmpl,Sedan,Jaipur,2015.0,60k-100k,117.0,17.400000000000002,kmpl,3.3908982389990374
2015 Maruti Swift VXI Glory Limited Edition,4669.49,2015.0,1197.0,Third Party,Manual,40000.0,First Owner,Petrol,5.0,20.4 kmpl,Hatchback,Jaipur,2015.0,20k-60k,83.0,20.4,kmpl,3.3619854471464374
2022 Maruti Baleno Delta,7782.49,2022.0,1197.0,Third Party,Manual,20000.0,First Owner,Petrol,5.0,21.01 kmpl,Hatchback,Jaipur,2022.0,0-20k,81.0,21.01,kmpl,3.4124539254294466
2007 Honda Civic 1.8 S MT,2167.98,2007.0,1799.0,Third Party,Manual,120000.0,Third Owner,Petrol,5.0,13.5 kmpl,Sedan,Jaipur,2007.0,100k+,130.0,13.5,kmpl,3.2720495782982733
2015 Hyundai Creta 1.4 CRDi S,7782.49,2015.0,1396.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,21.38 kmpl,SUV,Jaipur,2015.0,100k+,88.0,21.38,kmpl,3.4124539254294466
2017 Hyundai Creta 1.6 CRDi AT SX Plus,11229.02,2017.0,1582.0,Third Party,Automatic,90000.0,Second Owner,Diesel,5.0,17.01 kmpl,SUV,Jaipur,2017.0,60k-100k,126.0,17.01,kmpl,3.4446736372880493
2016 Maruti Ignis 1.3 Sigma,3279.76,2016.0,1248.0,Third Party,Manual,70000.0,First Owner,Diesel,5.0,26.8 kmpl,Hatchback,Jaipur,2016.0,60k-100k,74.0,26.0,kmpl,3.3228468160406965
2021 Hyundai i20 Sportz BSVI,7893.67,2021.0,1197.0,Third Party,Manual,40000.0,Second Owner,Petrol,5.0,21 kmpl,Hatchback,Jaipur,2021.0,20k-60k,81.0,21.0,kmpl,3.413759826535688
2016 Toyota Innova 2.5 VX (Diesel) 8 Seater,12229.62,2016.0,2360.0,Third Party,Manual,80000.0,First Owner,Diesel,8.0,12.99 kmpl,MUV,Jaipur,2016.0,60k-100k,100.0,13.0,kmpl,3.4517348494447653
2018 Honda Amaze S Petrol BSIV,5936.93,2018.0,1199.0,Zero Dep,Manual,58159.0,Second Owner,Petrol,5.0,19.5 kmpl,Sedan,Jaipur,2018.0,20k-60k,88.0,19.5,kmpl,3.3865659711585305
2018 Maruti Baleno 1.2 CVT Alpha,8649.68,2018.0,1197.0,Third Party,Automatic,63662.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Jaipur,2018.0,60k-100k,83.0,21.4,kmpl,3.422062741410128
2010 Hyundai i10 Magna,2167.98,2010.0,1197.0,Third Party,Manual,120000.0,First Owner,Petrol,5.0,20.36 kmpl,Hatchback,Jaipur,2010.0,100k+,78.0,20.36,kmpl,3.2720495782982733
2017 Renault KWID 1.0 RXT,2879.52,2017.0,999.0,Comprehensive,Manual,32590.0,First Owner,Petrol,5.0,23.01 kmpl,Hatchback,Jaipur,2017.0,20k-60k,67.0,23.009999999999998,kmpl,3.3074756540245906
2018 Hyundai i20 1.2 Spotz,6414.99,2018.0,1197.0,Third Party,Manual,73398.0,Second Owner,Petrol,5.0,18.6 kmpl,Hatchback,Jaipur,2018.0,60k-100k,81.0,18.6,kmpl,3.3941640881289894
2018 Volkswagen Polo GT TSI,7782.49,2018.0,1197.0,Third Party,Automatic,112625.0,First Owner,Petrol,5.0,17.21 kmpl,Hatchback,Jaipur,2018.0,100k+,103.0,17.21,kmpl,3.4124539254294466
2010 Hyundai i10 Sportz 1.2,2167.98,2011.0,1197.0,Third Party,Manual,72817.0,Third Owner,Petrol,5.0,20.36 kmpl,Hatchback,Jaipur,2010.0,60k-100k,78.0,20.36,kmpl,3.2720495782982733
2017 Volkswagen Ameo 1.5 TDI Highline Plus,6704.06,2017.0,1498.0,Third Party,Manual,99643.0,First Owner,Diesel,5.0,21.66 kmpl,Sedan,Jaipur,2017.0,60k-100k,108.0,21.66,kmpl,3.398418966973539
2015 Renault KWID RXT Optional,2757.22,2015.0,998.0,Comprehensive,Manual,45522.0,Second Owner,Petrol,5.0,25.17 kmpl,Hatchback,Jaipur,2015.0,20k-60k,58.0,25.17,kmpl,3.3022302862805595
2013 Hyundai i20 Sportz 1.2,4046.89,2014.0,1197.0,Comprehensive,Manual,68551.0,First Owner,Petrol,5.0,18.5 kmpl,Hatchback,Jaipur,2013.0,60k-100k,82.0,18.5,kmpl,3.3465735590011927
2020 Hyundai Grand i10 Nios Era,5581.16,2020.0,1197.0,Third Party,Manual,22480.0,First Owner,Petrol,5.0,20.7 kmpl,Hatchback,Jaipur,2020.0,20k-60k,81.0,20.700000000000003,kmpl,3.3803899547437144
2017 Land Rover Discovery Sport TD4 SE,25571.03,2017.0,1999.0,Third Party,Automatic,80000.0,Second Owner,Diesel,7.0,12.83 kmpl,SUV,Jaipur,2017.0,60k-100k,148.0,13.0,kmpl,3.5065118034380633
2012 Honda Brio V MT,2223.57,2012.0,1198.0,Third Party,Manual,50000.0,Second Owner,Petrol,5.0,19.4 kmpl,Hatchback,Jaipur,2012.0,20k-60k,86.0,19.4,kmpl,3.2753194486452664
2009 Hyundai Accent GLE,31685.84,2009.0,1495.0,Third Party,Manual,80000.0,Second Owner,Petrol,5.0,13.2 kmpl,Sedan,Jaipur,2009.0,60k-100k,94.0,13.2,kmpl,3.5205203265693656
2022 Skoda Kushaq 1.0 TSI Ambition BSVI,14453.19,2022.0,999.0,Third Party,Manual,11000.0,First Owner,Petrol,5.0,19.2 kmpl,SUV,Jaipur,2022.0,0-20k,113.0,19.2,kmpl,3.465098696346523
2017 Ford Aspire 1.5 TDCi Trend,4224.78,2017.0,1498.0,Third Party,Manual,100000.0,First Owner,Diesel,5.0,25.83 kmpl,Sedan,Jaipur,2017.0,60k-100k,99.0,25.83,kmpl,3.3512684478272874
2016 Maruti Swift Dzire VDI,5447.74,2016.0,1248.0,Third Party,Manual,120000.0,Third Owner,Diesel,5.0,26.59 kmpl,Sedan,Jaipur,2016.0,100k+,74.0,26.0,kmpl,3.3779439661273902
2013 Mahindra Scorpio VLX 2WD AIRBAG BSIV,7059.83,2013.0,2179.0,Third Party,Manual,120000.0,Second Owner,Diesel,8.0,12.05 kmpl,SUV,Jaipur,2013.0,100k+,120.0,13.0,kmpl,3.403347403907945
2013 Honda Amaze S i-Vtech,3780.07,2013.0,1198.0,Comprehensive,Manual,52034.0,First Owner,Petrol,5.0,18 kmpl,Sedan,Jaipur,2013.0,20k-60k,86.0,18.0,kmpl,3.3390187758537926
2018 Hyundai Grand i10 1.2 Kappa Asta,5847.98,2018.0,1197.0,Comprehensive,Manual,100977.0,Second Owner,Petrol,5.0,18.9 kmpl,Hatchback,Jaipur,2018.0,100k+,81.0,18.9,kmpl,3.385066606849797
2015 Hyundai Grand i10 Asta,4558.31,2015.0,1197.0,Comprehensive,Manual,75415.0,Second Owner,Petrol,5.0,18.9 kmpl,Hatchback,Jaipur,2015.0,60k-100k,82.0,18.9,kmpl,3.359431025789577
2018 Hyundai EON Era Plus,3557.71,2018.0,998.0,Third Party,Manual,43571.0,First Owner,Petrol,5.0,21.1 kmpl,Hatchback,Jaipur,2018.0,20k-60k,58.0,21.1,kmpl,3.3321876228486276
2015 Maruti Wagon R VXI BS IV,3802.3,2015.0,998.0,Third Party,Manual,84897.0,First Owner,Petrol,5.0,20.51 kmpl,Hatchback,Jaipur,2015.0,60k-100k,67.0,20.51,kmpl,3.3396736523696156
2010 Maruti Swift Vdi BSIII,2879.52,2010.0,1248.0,Comprehensive,Manual,104842.0,Second Owner,Diesel,5.0,17.8 kmpl,Hatchback,Jaipur,2010.0,100k+,73.97,17.8,kmpl,3.3074756540245906
2021 Tata Nexon XZ Plus S 2020-2022,10495.24,2021.0,1199.0,Zero Dep,Manual,36251.0,First Owner,Petrol,5.0,17.57 kmpl,SUV,Jaipur,2021.0,20k-60k,118.0,17.570000000000004,kmpl,3.4389683821246835
2011 Volkswagen Polo Petrol Highline 1.2L,3435.41,2011.0,1198.0,Third Party,Manual,50053.0,First Owner,Petrol,5.0,16.47 kmpl,Hatchback,Jaipur,2011.0,20k-60k,73.0,16.47,kmpl,3.328195643394704
2013 Renault Duster 110PS Diesel RxZ,3946.83,2013.0,1461.0,Comprehensive,Manual,92274.0,First Owner,Diesel,5.0,19.01 kmpl,SUV,Jaipur,2013.0,60k-100k,108.0,19.01,kmpl,3.3438163872791566
2017 Tata Tiago 1.2 Revotron XTA,4814.02,2018.0,1199.0,Comprehensive,Automatic,67653.0,First Owner,Petrol,5.0,23.84 kmpl,Hatchback,Jaipur,2017.0,60k-100k,84.0,23.84,kmpl,3.36519329072075
2016 Renault KWID RXT,3035.17,2016.0,998.0,Third Party,Manual,65206.0,Second Owner,Petrol,5.0,25.17 kmpl,Hatchback,Jaipur,2016.0,60k-100k,58.0,25.17,kmpl,3.31375739365768
2012 Renault Duster 110PS Diesel RxZ,4046.89,2012.0,1461.0,Third Party,Manual,120000.0,Second Owner,Diesel,5.0,19.01 kmpl,SUV,Jaipur,2012.0,100k+,108.0,19.01,kmpl,3.3465735590011927
2017 Chevrolet Sail 1.3 Base,3891.24,2017.0,1248.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,22.1 kmpl,Sedan,Jaipur,2017.0,100k+,74.0,22.1,kmpl,3.342246062789089
2019 Maruti Ciaz Delta BSIV,7671.31,2019.0,1462.0,Third Party,Manual,40000.0,First Owner,Petrol,5.0,21.56 kmpl,Sedan,Jaipur,2019.0,20k-60k,103.0,21.56,kmpl,3.4111241893441897
2014 Mahindra XUV500 W8 4WD,6114.81,2014.0,2179.0,Third Party,Manual,110000.0,Third Owner,Diesel,7.0,15.1 kmpl,SUV,Jaipur,2014.0,100k+,140.0,15.1,kmpl,3.389480790714058
2019 Maruti Alto 800 LXI,3557.71,2019.0,998.0,Third Party,Manual,40000.0,Second Owner,Petrol,5.0,22.05 kmpl,Hatchback,Jaipur,2019.0,20k-60k,58.0,22.05,kmpl,3.3321876228486276
2012 Volkswagen Polo Diesel Comfortline 1.2L,2167.98,2012.0,1199.0,Third Party,Manual,90000.0,Fourth Owner,Diesel,5.0,22.07 kmpl,Hatchback,Jaipur,2012.0,60k-100k,73.0,22.07,kmpl,3.2720495782982733
2013 BMW 3 Series 320d Luxury Line,12229.62,2013.0,1995.0,Third Party,Automatic,90000.0,Third Owner,Diesel,5.0,18.88 kmpl,Sedan,Jaipur,2013.0,60k-100k,184.0,18.88,kmpl,3.4517348494447653
2020 Honda Amaze VX Petrol,8060.43,2020.0,1199.0,Third Party,Manual,30000.0,First Owner,Petrol,5.0,18.6 kmpl,Sedan,Jaipur,2020.0,20k-60k,88.0,18.6,kmpl,3.4156755143508244
2022 Maruti Eeco 5 Seater AC 2020-2022,6003.63,2022.0,1196.0,Third Party,Manual,20000.0,First Owner,Petrol,5.0,16.11 kmpl,Minivans,Jaipur,2022.0,0-20k,72.0,16.11,kmpl,3.387671747794786
2014 Hyundai Grand i10 CRDi Sportz,3824.54,2014.0,1120.0,Comprehensive,Manual,76164.0,Second Owner,Diesel,5.0,24 kmpl,Hatchback,Jaipur,2014.0,60k-100k,70.0,24.000000000000004,kmpl,3.340323990873451
2016 Maruti Alto 800 LXI,2957.35,2016.0,998.0,Comprehensive,Manual,67039.0,First Owner,Petrol,5.0,22.05 kmpl,Hatchback,Jaipur,2016.0,60k-100k,58.0,22.05,kmpl,3.310669051564158
2020 Hyundai i20 Sportz BSVI,9205.57,2020.0,1197.0,Zero Dep,Manual,35979.0,First Owner,Petrol,5.0,21 kmpl,Hatchback,Jaipur,2020.0,20k-60k,81.0,21.0,kmpl,3.4276026211096893
2016 Hyundai i20 Sportz 1.2,5847.98,2016.0,1197.0,Zero Dep,Manual,90332.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Jaipur,2016.0,60k-100k,81.0,18.6,kmpl,3.385066606849797
2019 Maruti Baleno 1.2 Delta,6959.77,2019.0,1197.0,Comprehensive,Manual,47214.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Jaipur,2019.0,20k-60k,83.0,21.4,kmpl,3.401993614501065
2018 Datsun RediGO AMT 1.0 T Option,3646.65,2018.0,999.0,Comprehensive,Automatic,22982.0,First Owner,Petrol,5.0,22.5 kmpl,Hatchback,Jaipur,2018.0,20k-60k,67.0,22.5,kmpl,3.3349831555862464
